13907;CLINDASOL 150MG/ML INJ LOE;CNP Pharma GmbH;ILO;2019-02-15;PARTIAL
13913;CLINDASOL 150MG/ML INJ LOE;CNP Pharma GmbH;ILO;2019-02-15;PARTIAL
13959;TWINRIX KINDER IMPFDOSIS;EMRA-MED Arzneimittel GmbH;ISU;2019-02-15;PARTIAL
13965;TWINRIX KINDER IMPFDOSIS;EMRA-MED Arzneimittel GmbH;ISU;2019-02-15;PARTIAL
13971;TWINRIX ERWACHSENE IMPFDOS;EMRA-MED Arzneimittel GmbH;ISU;2019-02-15;PARTIAL
13988;TWINRIX ERWACHSENE IMPFDOS;EMRA-MED Arzneimittel GmbH;ISU;2019-02-15;PARTIAL
13994;ISICOM 100MG/25MG;Desitin Arzneimittel GmbH;TAB;2019-02-15;PARTIAL
14002;EXFORGE 5MG/160MG FTA;kohlpharma GmbH;FTA;2019-02-15;PARTIAL
14019;EXFORGE 5MG/160MG FTA;kohlpharma GmbH;FTA;2019-02-15;PARTIAL
14025;CARVEDILOL AL 12.5MG;ALIUD Pharma GmbH;TAB;2019-02-15;PARTIAL
14031;SIMVASTATIN ABZ 10MG FILMT;AbZ Pharma GmbH;FTA;2019-02-15;PARTIAL
14048;SIMVASTATIN ABZ 10MG FILMT;AbZ Pharma GmbH;FTA;2019-02-15;PARTIAL
14054;SULPIRID HEXAL 200MG TABL;Hexal AG;TAB;2019-02-15;PARTIAL
14060;SULPIRID HEXAL 200MG TABL;Hexal AG;TAB;2019-02-15;PARTIAL
14120;CARVE TAD 6.25MG;TAD Pharma GmbH;TAB;2019-02-15;PARTIAL
14137;CARVE TAD 6.25MG;TAD Pharma GmbH;TAB;2019-02-15;PARTIAL
14172;SIMVASTATIN ABZ 20MG FILMT;AbZ Pharma GmbH;FTA;2019-02-15;PARTIAL
14189;SIMVASTATIN ABZ 20MG FILMT;AbZ Pharma GmbH;FTA;2019-02-15;PARTIAL
